unique_id,Name,Address,City,State,is_closed
LEUNJZIY,Cardtronics,529 MONROE AVE,ROCHESTER,NY,Y
VUIHNXKG,Signature Design,1302 CARPENTER AVE,IRON MOUNTAIN,MI,N
FXIKDYPE,Stokely Group,4387 LACLEDE AVE,SAINT LOUIS,MO,N
GPQWSDFB,Maxey Truck Fitting,1908 SE FRONTAGE RD,FORT COLLINS,CO,N
QZXOSECD,Current David,215 E HIGH ST,MOUNT PLEASANT,MI,N
XHERPMCY,Independence Pavement Maintenance,2612 CHANCELLOR DR,PLANO,TX,N
PGZLWFKM,cheese steak factory,200 HADDONFIELD RD,CHERRY HILL,NJ,Y
DGEZUKNV,Golden Apple California Corp,3532 ARDEN RD,HAYWARD,CA,N
ESMCOGDN,Portage Public Library,2670 LOIS ST,PORTAGE,IN,N
HIMVLSUG,OAKWOOD GAS MART,5052 MCEVER RD,OAKWOOD,GA,N
RMYZTACU,Alexander & Associates,209 MARSH OAKS DR,CHARLESTON,SC,N
WCFGATVH,I Hate when People Tell Secrets About You to Other People,309 CHANCELOT LN,FORT MILL,SC,N
JYFXCOBR,Laughlin NV Real Estate,3650 SOUTH POINTE CIR STE 205,LAUGHLIN,NV,Y
RSDFBEYI,So Calif Lock & Key Service,6519 2ND AVE,LOS ANGELES,CA,N
YJDQICUP,Lamorinda Construction & Consulting,1265 DEL ARROYO CT,LAFAYETTE,CA,Y
EUZQODTA,GLOBAL TRUCK AND AUTO LLC,420 W INTERNATIONAL ST,NOGALES,AZ,N
CHNXUGTP,Parts Pit,215 N COLUMBUS ST,JEWELL,KS,N
BJTCFIDQ,Hebert's Cajun Cuisine,727 UNIVERSITY DR,COLLEGE STATION,TX,N
IDSLEKWR,Radioshack,106 S MAIN ST,EUFAULA,OK,N
YUILFSRK,Christian TV & Radio Network,1061 MASSACHUSETTS DR,XENIA,OH,N
JAZQTYNO,Maternova,460 HARRIS AVE,PROVIDENCE,RI,N
ZQEYJWSI,Ambient Media Inc,655 ROUTE 25A,MOUNT SINAI,NY,N
ZUATYFGS,Left Coast Art,194 1ST ST E,SONOMA,CA,N
RWXVCIBL,TM Tires & Auto Repairs,14021 VAN NUYS BLVD,ARLETA,CA,N
DPLITUAJ,Lickfork Freewill Baptist,1870 ROCKHOUSE RD,COEBURN,VA,Y
GTKMYHJB,s.w. anderson company,22795 SAVI RANCH PKWY,YORBA LINDA,CA,N
ASMWEGTQ,Tac Associates Inc,900 NW HILL RD,MCMINNVILLE,OR,N
QPUVYABR,W3 CPA'S AND CONSULTANTS INC,934 GLENWOOD AVE SE STE 140,ATLANTA,GA,N
IERTAXLV,ROSE FURNITURE,393 E HAMILTON AVE STE A,CAMPBELL,CA,N
EDVZJSIF,Pacific Process Systems Inc.,2232 E GLADWICK ST,COMPTON,CA,N
AZKCMQVO,Lorena's Professional Svc,3229 BELLE TER,BAKERSFIELD,CA,N
VBQCNJHS,Carolina Enterprises LLC,9932 TANTARRA DR,BURLESON,TX,N
PFATMICY,FetchDog,100 FORE ST,PORTLAND,ME,N
RHIXBOGF,Lombardofoley & Kolarik,825 4TH ST W,PALMETTO,FL,N
TVRKIEXD,CALOIA & HOUPT PC,121 N PARK AVE,MONTROSE,CO,N
SEXVAFLY,Katonah Day Care Center Inc,466 CROSS RIVER RD,KATONAH,NY,N
RQKGXTEJ,Sparks City Parks & Recreation,98 RICHARDS WAY,SPARKS,NV,N
NKRHPLJY,Harness Roofing Corp,415 S MAIN ST,HARRISON,AR,Y
SQIDTONH,Kramer Robert J MD,3400 S HUNTINGTON LOOP,KENNEWICK,WA,N
LKSMJZAV,Transition United Llc,60 CONNOLLY PKWY BLDG 11-214,HAMDEN,CT,N
VUKPTFRA,Intertape Polymer Group,281 INDUSTRIAL DR,GRETNA,VA,N
TORBLQCV,Watkins-Graham Home Builders,106 CORAL CREST DR,CONWAY,SC,N
AZFJGUTN,Mini of San Francisco,1675 HOWARD ST,SAN FRANCISCO,CA,N
ITEGZJLN,County Warehouse,802 E YOUNG ST,LLANO,TX,Y
XBEJNMZP,Arksel Inc,727 KINGS BENCH DR,HARTWELL,GA,N
GNERYTSV,CATALYST LENDING INC.,24655 MONROE AVE,MURRIETA,CA,N
XDUEGYNV,ANNETTE S KESLINGER,3 SADDLE CT,BEDFORD,NY,N
GXBTSEYR,Tracey L. Buckingham DC,8656 BROOK GLEN LN,HUNTERSVILLE,NC,Y
TCOWFHXB,Storage Express Llc,8441 HIGHWAY 44 E,MT WASHINGTON,KY,N
CSFZWLRG,Sanchez Noemy,6818 CAMDEN RD,DOWNERS GROVE,IL,N
VLMTDOYP,Scale Down Nutritional Center,1654 S COLORADO ST,GREENVILLE,MS,Y
ZSCRUXFV,917 Custom Meat Deli and Grill,727 HIGHWAY 917 E,LATTA,SC,Y
XFHBYIGS,Windsor Living & Real Estate-Mike Langhals,8979 CONDE LN,WINDSOR,CA,N
KXOPLVSE,Dairy Queen of Palatka,822 SAINT JOHNS AVE,PALATKA,FL,N
WIDBACPE,WILLIAMS FARM STORE,121 DIFFICULT RD,CARTHAGE,TN,Y
BAXFPVWY,Petty's BBQ,193 HIGHWAY 12 W,STARKVILLE,MS,N
SVZPKWFN,Arizona Leak Force,126 E ALAMEDA ST,TUCSON,AZ,Y
REXADKWB,7-Eleven,780 N NELLIS BLVD,LAS VEGAS,NV,N
LDFUQAWG,AKINES LOGGING,4213 BAKER FARM RD,SOPHIA,NC,N
YQOWRPBN,JS Custom Painting and Wall Coverings,16 KENDALL ST,LAGUNA NIGUEL,CA,N
WYHXGKBN,Milwaukee Pet Services,200 S WATER ST,MILWAUKEE,WI,N
WBEZYPOF,Amt Medical Staffing Inc,2 20TH ST N STE 1360,BIRMINGHAM,AL,N
MNIXYGCW,MACE INSURANCE,1119 SHILOH CHURCH RD STE K,HICKORY,NC,Y
RUXVKNBY,Century 21 Property Place Rlty,146 N MAPLE AVE,RIDGEWOOD,NJ,N
VRXHEGLB,BLANDO EDWARD M,316 2ND ST SE STE 124,CEDAR RAPIDS,IA,N
HPFRUBOS,7-Eleven,121 E STEWART AVE,PUYALLUP,WA,N
TXWBRIMJ,Casa Sedano,1734 W LINCOLN ST,LONG BEACH,CA,Y
KNXYHAZS,REEDY'S CUSTOM MEATS,39016 N ELK CHATTAROY RD,ELK,WA,N
ELAFYBWO,ADRIAN CHURCH OF GOD,704 BALDWIN HWY,ADRIAN,MI,N
RTUHZSDC,Student Transit Services,4274 S WESTERN AVE,LOS ANGELES,CA,N
RJDKOSAE,Passaic Housing Authority,234 CHESTNUT ST,PASSAIC,NJ,N
YZCSTDBQ,Advance Age Insurance Services Inc,1411 N PINE HILLS RD,ORLANDO,FL,N
WFYASJNC,Shell's Gift Baskets,19130 SCHOENHERR ST,DETROIT,MI,N
WOJCTRIN,Versitack,4946 TOP LINE DR,DALLAS,TX,N
EGYFJVAT,corporate junkie,7017 BOUNTIFUL GROVE DR,MCKINNEY,TX,N
MHDWENAU,BESTAK MARC MD,111 E 210TH ST,BRONX,NY,N
YQKFHELS,HIGHLAND THERAPY CENTER INC,2491 SYCAMORE LN,WEST LAFAYETTE,IN,N
GYJSHAQP,Quinn's Printing Ctr,1722 13TH ST SW,AKRON,OH,Y
XSKVQGMC,House Whisperer,4747 MORENA BLVD,SAN DIEGO,CA,N
BCLJEAQH,Mark D. Remmel Pharm,241 N 1ST ST,LEHIGHTON,PA,N
HSGBZUVX,KING 5 Night at the Museum,2323 ELLIOTT AVE,SEATTLE,WA,N
MTKDRSIV,PacSun,404 HUNTINGTON MALL,BARBOURSVILLE,WV,N
LNORBYAQ,MCKENNAS LIMOUSIN RANCH,2635 2 RD,PALCO,KS,N
DGAWNSJB,HOPKINS EXCAVATION,2117 BUCKEYE RD,LANCASTER,KY,N
VWNCZPXS,Little Creek Door,395 N CAMP 10 RD,MIO,MI,N
SBFQOXAL,COOK ELISABETH M.D.,1380 COWELL FARM RD,WASHINGTON,NC,N
VNOEYZJC,NYC Surgical Associates,1062 NORTHERN BLVD,ROSLYN,NY,Y
VANQFWYG,Mohawk,203 PROGRESS DR,MANCHESTER,CT,N
AHXTNJQR,CINCINNATI VEIN SPECIALISTS,4170 ROSSLYN DR,CINCINNATI,OH,N
OIFTNXEB,National Council for Public-Private Partnerships,1023 15TH ST NW,WASHINGTON,DC,N
EHSJCIAD,Villes Clothing And Plus,954 SPRINGFIELD AVE,IRVINGTON,NJ,Y
TJOQHXDU,Buddharaju L N R Md,17201 WRIGHT ST STE 200,OMAHA,NE,N
BUAHQCEY,Arc Veterinary Clinic: Chafee Ann R DVM,6330 SIRRINE RD,TRUMANSBURG,NY,N
PTJNVBFE,Pleasant Grove Baptist Church,2677 NC HIGHWAY 56,CREEDMOOR,NC,N
DPWAGHUK,Bee Sting Studios,5130 N FEDERAL HWY STE 9,FORT LAUDERDALE,FL,N
DXVWLJOY,EDWARD JONES,13305 JOSEY LN,DALLAS,TX,N
GALCNVYQ,Final Destination Hair,5359 W CENTINELA AVE,LOS ANGELES,CA,N
JHAKEZGL,ADVANCED BIO-TREATMENT,981 HIGHWAY 98 E,DESTIN,FL,Y
IRNFBXDZ,C BROTHERS LOGISTICS LLC,2249 HOPE CIR,WALDORF,MD,Y
MOLTVRIB,HR ENTERPRISES INC,4834 TOP LINE DR,DALLAS,TX,N
GUOAQBLF,SANITECH MAINTENANCE,401 W 5TH ST APT 2A,LONG BEACH,CA,N
EKUVNCLX,China 1,3616 BUECHEL BYP STE A,LOUISVILLE,KY,Y
WAGPQEVX,Devlin Appraisal,2010 RAINBOW GLEN RD,FALLBROOK,CA,N
CHUVKPGW,Varsity Baseball,22718 58TH PL S,KENT,WA,N
KDAPWZNF,CECY'S BEAUTY SALON,184 S CAPITOL AVE,SAN JOSE,CA,Y
IBSRFKOD,OSCAR KLEIN MD PC,1070 ROUTE 9,FISHKILL,NY,N
CIJPTBWF,Computerized Design Services,3190 CEDAR HAMMOCK CT,SAINT CLOUD,FL,N
MIOSDTGJ,MESSERE SELF STORAGE,2633 STATE ROUTE 49,WEST MONROE,NY,N
LUBJXHDR,Missouri Career Center,1903 NORTHWOOD DR,POPLAR BLUFF,MO,N
ITOBWRXS,Suntan city,3200 US 31 S,INDIANAPOLIS,IN,Y
HFXDIQZG,R. & RS BARBER SHOP,907 GAMBLE ST,TALLAHASSEE,FL,N
MPSTJCZD,Candler Feed & Seed,308 LIBERTY RD # 380,CANDLER,NC,N
UAEDTRHI,CHOICES,5725 OLD NATIONAL HWY,ATLANTA,GA,N
RVTNPBEJ,PROCIDA TILE OF FREEPORT,137 E SUNRISE HWY,FREEPORT,NY,N
GUVDJXNT,Saints & Shamrocks,309 BULL ST,SAVANNAH,GA,N
QFETMKUB,McAlpine Gwyneth E Atty,1120 NW COUCH ST,PORTLAND,OR,N
IUXEWQAO,Michanalee Ladies Apparel,3101 E SHILOH RD,CORINTH,MS,Y
VPTMISAO,GALVA HOLSTEIN AG LLC,306 S MAIN ST,HOLSTEIN,IA,N
AFNBMHKI,Fall Line Interior Design,300 VAGNEUR LN,BASALT,CO,N
NDGVSYAR,Tarheel Safe & Lock,3501 CEDAR HILL DR,FAYETTEVILLE,NC,Y
UOABLSIQ,Cleratoma Park,850 GARFIELD AVE,MILFORD,OH,N
LUEWSNCM,I E Pacific Inc,1663 PACIFIC RIM CT,SAN DIEGO,CA,Y
DLQKSJAO,Video Multi-Media Commercial,8241 ROBIN HOOD DR,SALISBURY,MD,N
BZJHXQOA,Dockside Cleaners,2794 US HIGHWAY 1 S,ST AUGUSTINE,FL,N
ZRJGVUSM,Life Song Inc,16 DYER DR,CLIFTON PARK,NY,N
WBHXOENQ,Swell Gallery,2565 3RD ST,SAN FRANCISCO,CA,N
XLQPBVDY,Super Buy Rite of Bayville,333 ATLANTIC CITY BLVD,BAYVILLE,NJ,N
SENVRDZJ,Jax Tires,5431 ROOSEVELT BLVD,JACKSONVILLE,FL,N
MYKNWCQS,Burger King,1620 S MILITARY HWY,CHESAPEAKE,VA,Y
BJPFGDIS,Coldwell Banker,29905 MIDDLEBELT RD,FARMINGTON HILLS,MI,N
OTYGFPMC,James Bond Investigation,2201 PEASE ST STE A,HOUSTON,TX,N
ZOFUNAEL,Tin Shed Antique Auto Repair,9110 DICE RD,SANTA FE SPRINGS,CA,Y
LUOISDQK,Napa Auto Parts,108 MAIN ST,WESTCLIFFE,CO,N
SPOTEYZV,Dine n Dash Youngstown,2718 MAHONING AVE,YOUNGSTOWN,OH,Y
NLGMTEAO,Gold Star Chili,8259 COLERAIN AVE,CINCINNATI,OH,N
JXGYQULS,The Party,2630 HORSESHOE DR,HIGHLAND,MI,N
AOJYLZQG,Beak's Old Florida,2451 CENTRAL AVE,ST PETERSBURG,FL,N
CAVBSQGM,East Baton Rouge Laboratory Academy,3730 WINBOURNE AVE,BATON ROUGE,LA,N
NCBFHOQW,Franco Natural Wondes,3495 POTTERY CT,STOCKTON,CA,N
CEHLKAUB,E I C-COMFORT HOME,3526 CLIFF ST,FINLEYVILLE,PA,N
ZEAJMDRU,Synovus Financial Services,1324 VETERANS PKWY,COLUMBUS,GA,N
GOYQCDKA,Anderson Nolan Insurance Agcy,621 N SHERMAN AVE,MADISON,WI,N
IQRWTBDA,gurrentz international corp,1501 ARDMORE BLVD,PITTSBURGH,PA,Y
MBEVUJAG,Edward Jones Investments,1000 NORTHCHASE DR STE 101A,GOODLETTSVILLE,TN,N
VZXMSDWE,Oda & Co-LPL,416 W LIBERTY ST,MEDINA,OH,Y
YIWJQNGH,Live Worms Gallery,1345 GRANT AVE,SAN FRANCISCO,CA,Y
PZRNYEKA,Shasta Medical Equipment,1357 HARTNELL AVE,REDDING,CA,N
FOTHEBCZ,H & L Automotive Service & Alignment,10332 DRANSFELDT RD,PARKER,CO,Y
EWBZRFGY,KJ's Mobile Detailing,6515 GOVERNOR PRINTZ BLVD,WILMINGTON,DE,N
SBDORTIV,PRECISION DAYLIGHTING INC,8 CAPPER DR,PACIFIC,MO,N
GMPRSLOW,NJG PROPERTY MANAGEMENT,759 E 81ST AVE,MERRILLVILLE,IN,N
YNCZGJWR,Burke's Outlet,806 PELHAM RD S,JACKSONVILLE,AL,N
RLWXAKFE,Press Amy E Optmtrst,248 CITY CENTER DR,COLUMBUS,OH,Y
KSRUNTJO,Orchard Advisors,1509 VILLA PL,NASHVILLE,TN,N
ANJYOVTD,Scenic Strokes Canoe & Kayak Rental,2591 BIG FALLS RD,BLACKSBURG,VA,N
GSYBLJXV,J L A Jewelry Store,50 UNIVERSITY AVE STE 240,LOS GATOS,CA,N
AUMHRTXF,PERMANENT COATINGS INC,3830 OLD WILLIAM PENN HWY,MURRYSVILLE,PA,N
FZRPCLUE,Alaimo Anthony & Laurie,315 CORRIGAN TRCE,PEACHTREE CITY,GA,N
ODKMSCHE,DR. EPHRAIM SEMAH MD,874 PURCHASE ST,NEW BEDFORD,MA,Y
OSXZITYE,Hard Rock Demolition,294 CLAYTON ST,LAS VEGAS,NV,N
SOWICFDM,PRESTIGE PEST CONTROL,3209 PATINA ST,LAS VEGAS,NV,N
JICTKUXG,Assabet Advisors Llc,4 SMITH RD,NORTHBOROUGH,MA,N
ZBAUPCTL,Engemann Family LP,600 N ROSEMEAD BLVD,PASADENA,CA,N
JYOGSDAV,Brodney & Nishimura,333 S GRAND AVE FL 25,LOS ANGELES,CA,N
IBWNHGQK,PAY LESS CLEANERS,5823 S STATE ST,SALT LAKE CITY,UT,N
IKGRYWPC,2211 Michelson,2211 MICHELSON DR,IRVINE,CA,N
UEFVXGNM,TICO REFRIGERATION INC,11075 OAKHAVEN DR N,PINELLAS PARK,FL,N
EVXRCDIM,Woodstream Village,10150 E HARVARD AVE,DENVER,CO,N
OYXVEUKD,1642 Comedy Social Club,1642 W TEMPLE ST,LOS ANGELES,CA,N
LJSIYCON,Jos. A. Bank Clothiers Inc.,1830 NORMAN DR STE A,VALDOSTA,GA,N
MRFVCOAY,Sanford Wayne,10635 W 600 S,WOLCOTT,IN,Y
LJRXAKSQ,Cho cho san,15 W 8TH ST,NEW YORK,NY,Y
KUNPQOGD,CHURCH OF CHRIST,1185 MCDONALD CHAPEL RD,COLLINS,MS,Y
WTAKSLVM,Norco Fire Dept,3421 VALLEY VIEW AVE,NORCO,CA,N
QWDGRAOF,Vine & Sun,18506 142ND AVE NE,WOODINVILLE,WA,Y
TKOALUIV,Kamari Development Corp,4138 69TH ST,WOODSIDE,NY,Y
VMDQFUNW,Hunt's Service Co,5504 OSBORNE ST,BAKERSFIELD,CA,N
XUMATQRG,Railway Pizzeria and Bar,318 3RD AVE,PROCTOR,MN,N
NQAZKIDC,Silk Road America,1218 SANTA MONICA BLVD,SANTA MONICA,CA,N
HRFYKBZG,Alphagraphics,208 S LA SALLE ST,CHICAGO,IL,Y
RXTHEKJW,Ccs International,5 ACRE VIEW DR,NORTHPORT,NY,Y
JGHMDFZR,Soumya Gayatri,2530 OAK RD,WALNUT CREEK,CA,Y
DWQXPOCH,AFTRA-SAG Federal Credit Union,14118 MAGNOLIA BLVD,SHERMAN OAKS,CA,N
TSYCPZGV,Los Bandidos Mexican Grill,608 OCEAN AVE,POINT PLEASANT BEACH,NJ,Y
OXGURQPM,Thai House,5624 E LA PALMA AVE STE C,ANAHEIM,CA,Y
IZYTROPF,HOME MATTERS OF TEXAS,305 W MERCER ST,DRIPPING SPRINGS,TX,N
ZSFMGHQE,Rodbusters Inc,36 BROADMOOR LN,WESTBURY,NY,Y
XAJEHGZM,Malcolm's Haircutters,130 N KEYSER AVE,SCRANTON,PA,Y
BFYANCOU,BUDGET PRINT CENTER,1202 MAIN ST,BELMAR,NJ,N
PNFWUYML,Budget Truck Rental,364 FRONT AVE,SAINT PAUL,MN,N
WACRDNHV,Metalon Inc,5205 BLUE STEM CT,RALEIGH,NC,N
TCIEWXJL,EthnicFest,2401 35TH AVE,GREELEY,CO,N
SZAGQMBE,SOMERS COOK ASSOCIATES INC,825 OXFORD MEADOW CT,ALPHARETTA,GA,N
XQYUZRPI,Convermat Corp,45 N STATION PLZ STE 400,GREAT NECK,NY,N
OQIGCMRH,Personally Yours,314 E KING ST,KINGS MOUNTAIN,NC,Y
TQXHROYP,Catlin Bulk & Natural Foods,1872 BORDWELL RD,PENN YAN,NY,N
PTGMBFQW,Dark Bridge Capital,99 MAIN ST,NYACK,NY,N
VAGKIXEM,Kellygreen,2149 W SUNSET BLVD,LOS ANGELES,CA,N
EBTAYOXH,wine&spirits,1465 N WEST END BLVD,QUAKERTOWN,PA,N
OPQBFHWR,Association Of Energy Services Professionals,15215 S 48TH ST STE 170,PHOENIX,AZ,N
TUKIZRMA,Park City Cash Mob,589 S FOOTHILL DR,KAMAS,UT,N
NQXZMYAF,Lucille A Larson,4011 405TH AVE NE,STANCHFIELD,MN,N
LNBQFDAU,GERMANTOWN SELF STORAGE,2643 DAYTON GERMANTOWN PIKE,GERMANTOWN,OH,N
NJPLXBQO,By Design I Am,13030 W 90TH AVE,SAINT JOHN,IN,N
BOEIMTHF,Rosie's Restaurant,383 HATHAWAY RD,NEW BEDFORD,MA,N
LGEPKBOI,INLAND HILLS EQUIPMENT INC,13771 ROSWELL AVE STE G,CHINO,CA,Y
DZHTJXFM,Harry W. Rohr BCBA,2967 NATURAL BRIDGE RD,TALLAHASSEE,FL,N
NBLKFAVZ,Gel Nails,13435 S MCCALL RD,PORT CHARLOTTE,FL,Y
ZUDOESRJ,DISABILITY MANAGEMENT,4576 SUNBURST CT,WHITMORE LAKE,MI,N
