unique_id,Name,Address,City,State,is_closed
SFQLWJMV,A Always AAA Locksmith,7201 EAGLE CREST ST,LAS VEGAS,NV,N
GKNBVXSW,Pardy Painting & Portraits,516 VALLEY DR,FERGUS FALLS,MN,N
OZTGHIQY,Holiday Riviera Apartments,1310 ESPLANADE,REDONDO BEACH,CA,N
SQYKIRPG,International Pacific Seafood,2091 RAYMER AVE STE C,FULLERTON,CA,N
LPKZNEMV,US Airway Facilities Sector,299 GODFREY BLVD,BANGOR,ME,N
LWZAKJOT,Bellevue Professional Therapy,1601 116TH AVE NE STE 115,BELLEVUE,WA,N
NXWYUDHO,Dandi Enterprise,20714 WHITEWOOD WAY,TAMPA,FL,Y
QTIYNMFL,JENSEN BUILDERS INC,221 1/2 DREAM ST,GRAND JUNCTION,CO,N
GAMLXZPD,Hale John M,825 N MCDONALD ST,MCKINNEY,TX,Y
GKMYTCXN,Gerard A Miller MD,3030 GARRETT RD,DREXEL HILL,PA,N
TVECQDFB,My Pad,921 SPRING RD,CLEVELAND,OH,N
NOFPVWLE,Heritage China of Iowa,7524 30TH AVE,NORWAY,IA,Y
ZSECTUAI,Danny Herman Trucking  Inc,104 FLECHA LN,LAREDO,TX,N
BPDNXHLZ,EHMPLLC,3047 12 MILE RD,BERKLEY,MI,Y
OHNUXEDJ,Clemente Course Boston,637 WASHINGTON ST,DORCHESTER CENTER,MA,Y
YBTGXAZH,merrill hometown pharmacy,301 E 2ND ST,MERRILL,WI,N
JHEPVLUB,Sheff Robert N Dr,5820 YORK RD,BALTIMORE,MD,N
ZYADNTVP,The Book Cellar,1279 S WILLOW ST,MANCHESTER,NH,N
OKCJIBZW,catherine mcclellan phd,2629 BATHGATE LN,MATTHEWS,NC,N
PKLYWFQX,Thorco Inc,4950 N MANUFACTURING WAY,COEUR D ALENE,ID,N
RFNKJUQZ,Eob Community Action,1001 E CAREY AVE,NORTH LAS VEGAS,NV,N
QUBEOXZL,Otis Elevator Co,9800 ROCKSIDE RD STE 1200,CLEVELAND,OH,N
MIZSPJTC,CAR CARE AUTOMOTIVE CENTER INC,781 RIVER RIDGE RD,DANVILLE,VA,Y
EANFCKUZ,Thomas' Backflow Testing,232 L ST,SANGER,CA,N
TZQAVGHJ,KELLY ORTHOPAEDIC SALES,3135 S YALE AVE,TULSA,OK,N
ZNXGYJOV,Shakergeek,3658 WINCHELL RD,SHAKER HEIGHTS,OH,N
SDNBUAFW,Computer Technologies,740 PILGRIM PKWY STE L-3,ELM GROVE,WI,N
NXRDBWCP,WALGREENS,425 WABASHA ST N,SAINT PAUL,MN,N
TKJWUFPA,Jade Dragon LLC,5570 18TH AVE S,SEATTLE,WA,N
ZBRNOHCT,Reliable Rv Service & Repair,15600 FLORIDA BLVD,BATON ROUGE,LA,N
FDEIBJOK,Greater Damascus Baptist Church,520 S KOLMAR AVE,CHICAGO,IL,N
RLTGQYAI,Dufry houston,16440 AIR CENTER BLVD,HOUSTON,TX,N
CLIETZBO,Children's Dental Center of Madison S.C.,5116 AMERICAN FAMILY DR,MADISON,WI,N
SDEWHBAU,Urban Digital Solutions,2704 GRAND AVE,BELLMORE,NY,N
RYEQVKPX,A & R Flatwork Inc.,8262 E HOXIE RD,CEDAR,MI,N
XKOWGCEV,Campaign for College Opportunity,770 L ST,SACRAMENTO,CA,N
QUKOIGXV,Strike Zone,65 MILLARD DR,FRANKLIN,OH,N
MKZJWSEN,Furman Family Partnership,2004 N 2ND AVE,CANYON,TX,N
TZNQHRKD,Mc Gee's TV & VCR Services & Repair,1612 CLIFTON AVE,ROCKFORD,IL,N
SCBQUMPJ,Du-Co Ceramics Company,155 S REBECCA ST,SAXONBURG,PA,N
UIFVHWJO,Ford's Hometown Services,193 CENTRAL ST,HUDSON,MA,N
XKFHMRGV,Church of Christ Sycamore,109 SWANSON RD,SYCAMORE,IL,N
MJEUZVCP,WALKER MARINE SERVICE INC,6931 US HIGHWAY 641 N,GILBERTSVILLE,KY,N
NXUIGHOW,Mattress Land,46 N MAIN ST,BARRE,VT,N
AHXFKPON,NERSI HEMATI CONSULTING,150 NADINA WAY,GREENBRAE,CA,Y
DLWSPUNB,Frog Coffee Bar & Creperie,832 MARKET ST,ALLEN,TX,N
RSGKFTVD,Guaranty Mechanical Svc,6839 CASTLE HEIGHTS RD,MORRIS,AL,N
FKCBIEZH,Telecom Executive Group,3 BETHESDA METRO CTR,BETHESDA,MD,Y
HJQIXZNO,Blevins Construction Inc,867 W MAIN ST,ABINGDON,VA,N
UNPEKFMX,Pier1,14746 E INDIANA AVE,SPOKANE VALLEY,WA,N
FYCLPTOS,North American Family Institute,320 JEROME AVE,BRISTOL,CT,Y
YZBFEQKS,M & D Supply Co,465 W LOS FELIZ RD STE C,GLENDALE,CA,N
ERXPWJBZ,Fifty Flowers,960 E OJAI AVE,OJAI,CA,N
ZUWYVHKO,Aria Rug Gallery,300 SIR FRANCIS DRAKE BLVD,SAN ANSELMO,CA,N
IUGTZARB,Corner Shoppe,1003 W BROADWAY ST,COLLINSVILLE,OK,N
YHWCRGDN,ENCORE'S EXCHANGE,819 W HARBOR DR,GILBERT,AZ,N
OFCDKHMR,Faulkner Ford Mercury,550 S WEST END BLVD,QUAKERTOWN,PA,Y
HTFYEGIW,PMP Sprockets,700 SANDEN BLVD,WYLIE,TX,N
FVCGLEYB,GBYGUESS @ BAY STREET,5686 BAY ST,EMERYVILLE,CA,N
NMKSIETW,Tan Lines,21 N MAIN ST,UNION CITY,PA,N
DNBRTSIX,Krol Thomas C MD,3923 WARING RD STE A,OCEANSIDE,CA,N
PBVLYURM,No Vacancy,1878 UNION ST,SAN FRANCISCO,CA,Y
UFXLSOMT,Statistical Research & Consulting,10 GALWAY LN,BRIDGEWATER,NJ,N
BADPCLXQ,Iglesia Celebracion De Vida,30333 PACIFIC HWY S,FEDERAL WAY,WA,Y
UOGPVTIY,SISTERS OF SAINT JOSEPH TOSF,827 CARILLON DR,BARTLETT,IL,N
JFMOANKX,PROBATION DEPARTMENT ADULT,117 NC HIGHWAY 343 N,CAMDEN,NC,Y
UVGTNPBY,EEMM PROPERTIES LTD.,4711 BARSTOW BLVD,DALLAS,TX,Y
RBPMAUOW,Guitars & More Music Center,8615 ALLISONVILLE RD,INDIANAPOLIS,IN,N
XNRCPBZV,Airco Golf Course,2990 WENTWORTH WAY,TARPON SPRINGS,FL,N
QPGZJVEL,Gilson-Stanley Floor Coverings,6560 MCGREW ST,HOUSTON,TX,N
RAITCKEZ,LONG MARY JO,197 MAIN ST,AFTON,NY,N
SWJNMAYX,GLENVILLE WESTERN AUTO,315 W MAIN ST,GLENVILLE,WV,Y
NHTVJSRD,Product Review Blog #1 Product Review Blog,49 DIAMOND DR,PORTSMOUTH,NH,N
BFGXRTND,Heatherbloom,2491 MISSION ST,SAN MARINO,CA,N
CRPATBEO,Hampton Maintenance Shop,233 RICHARD PETTY BLVD,HAMPTON,GA,N
MSKEZQFC,Primary Care Of Texas Pa,1601 W UNIVERSITY DR STE C,MCKINNEY,TX,N
ZWERYSJT,Good Times Auto Body,9910 NW HIGHWAY 45,KANSAS CITY,MO,N
FWJPNIHG,Jim's Custom Diesel,6868 STATE HIGHWAY 17,ALAMOSA,CO,Y
QTLAFYIK,Bishop Rob & Bob Tire Automotive,6441 BISSONNET ST,HOUSTON,TX,Y
PWLNDIEU,A A AGAPE AUTO HOME BUSINESS,1708 SUN CT,COLUMBIA,MO,N
VSMXBEHF,WALRAVEN AND ROBERTS,239 S CORTEZ ST,PRESCOTT,AZ,N
XVHJSUBA,Raymond James,307 S DEFIANCE ST,ARCHBOLD,OH,N
WPLAESMD,mgs watch & jewelry center inc,431 BOSTON POST RD,PORT CHESTER,NY,N
LPVGSCWO,Lopez Cristina R,3300 BEE CAVES RD,WEST LAKE HILLS,TX,Y
HRSMVZYP,Westcon,21675 DUNROBIN WAY,YORBA LINDA,CA,N
LWDNGBQV,L Mercado,26 ANDERSON ST,STAMFORD,CT,N
ILXHUOVZ,Cathro Auto Parts,5436 CATHRO RD,ALPENA,MI,N
TYBJAENX,Silver Woman Inc,100 GREYROCK PL,STAMFORD,CT,N
UGNKLOXV,KELLY MOTORS,2610 S CASALOMA DR,APPLETON,WI,N
NAIYCXMP,Mybasementproject,6866 CHRISMAN LN,MIDDLETOWN,OH,N
BNCWKQLG,Redbox,901 W 23RD ST,LAWRENCE,KS,N
GNOLVMSW,BOOK BUSTERS BOOKKEEPING SVC.,2100 LARGO CT,DISCOVERY BAY,CA,Y
BEUMCVKA,D's Pride of the Orient,1601 S US HIGHWAY 77 BYP,KINGSVILLE,TX,Y
ATUJGDWM,Ducale Elizabeth,2225 DE LA VINA ST,SANTA BARBARA,CA,N
CPYZSIUL,All American Tire,1182 W BEALE ST,KINGMAN,AZ,N
TEGSFDJN,JEFF'S ASPHALT PAVING,12 WALKWAY CT,MIDDLE RIVER,MD,Y
EBNULMPF,Top Notch Housing And Carpentry Services,1196 MOUNT HOLLY RD,CAMDEN,AR,N
DQVIHXBW,Canfield Stump Grinding - Ron Canfield Owner,74 DURAN RD,EQUINUNK,PA,N
KLXDPHYO,AT&T Partner Exchange,7540 PARKER RD STE 210,FAIRHOPE,AL,N
OWTSQKNA,Armstrong Homes,11041 SE 174TH LOOP,SUMMERFIELD,FL,Y
JONFCGVU,Kerr Felicity & David Reynolds,5011 N WOODS LN,CARRABASSETT VALLEY,ME,N
XYESFPHK,Nina Paul Jewelry CO,9525 KENWOOD RD,BLUE ASH,OH,N
BGXKMRQE,Tucker Glen,845 CHURCH ST N STE 201,CONCORD,NC,N
SWQXZOCR,Players Grill,335 S GILBERT ST,IOWA CITY,IA,N
AFJLGWZX,AFFIRMATIVE PRODUCTIONS INC,6619 S DIXIE HWY,MIAMI,FL,Y
KPZOMBCW,Pbs Coals Inc,182 COAL RD,BERLIN,PA,N
PEHYAGBS,Saint James Retreat House,2000 E 5TH ST,GREENVILLE,NC,N
YMGOZUXT,Paceline Bicycles,2919 BATTLEGROUND AVE,GREENSBORO,NC,N
HOTGUJER,Laurel Springs Trout Farm,82 FAIRVIEW RD,LAUREL SPRINGS,NC,N
ZWQDNIXU,Ez Smog,1500 N GAFFEY ST,SAN PEDRO,CA,Y
RWOYFBGK,Ambrose Furniture Works,401 S MAIN ST,BRYAN,TX,N
MJREKACG,St Joseph Obstetrics & Gynecology,3213 SUMMIT SQUARE PL,LEXINGTON,KY,N
AVQFGHZB,Meridian West Development,1048 N 44TH ST,PHOENIX,AZ,N
VJUEYDTA,JUPMODE,122 W SOUTH BOUNDARY ST STE C,PERRYSBURG,OH,N
XKYETJLO,Homestead Mortgage Llc,10117 PRINCESS PALM AVE,TAMPA,FL,Y
BMARSZJE,Brierhill Homes Inc,48 N KIRKMAN RD STE 5,ORLANDO,FL,N
HZLXMOTA,Gulf Coast Auto Recovery Inc,3902 SATURN RD,CORPUS CHRISTI,TX,N
IMVBHFLT,Chism's Hair Styles Inc,9009 ROEBUCK BLVD,BIRMINGHAM,AL,N
FDVMGHZB,Denny’s Restaurant,8330 TOPANGA CANYON BLVD,CANOGA PARK,CA,N
ENUGLQTX,Us Post Office,13701 HILL BLVD,SUMMIT CITY,CA,N
LRBCZGHX,BRIXTON CAMBERWELL & POOLE LTD,171 MADISON AVE RM 1405,NEW YORK,NY,Y
NIHWDERG,PUBLIC HEALTH DEPT.,681 S PARKER ST STE 200,ORANGE,CA,N
ESBFITNR,Town Of Evansville,441 LANDMARK DR,CASPER,WY,N
YIASLGDZ,Vendamerica Inc,1760 E PECOS RD,GILBERT,AZ,N
ZEKBHULD,Stepping Stones Child Development Center,29910 HUNTER RD STE 104,MURRIETA,CA,N
ARHPEZGS,Sunset Bar and Grill,101 CURTNER AVE,SAN JOSE,CA,N
PRONECSL,the Snoz,2434 MCNAIR AVE,SAINT LOUIS,MO,N
KECNXSWD,TROWBRIDGE PRECISION CONSTR.,3030 N HAYDEN RD UNIT 22,SCOTTSDALE,AZ,N
MLZSUIEG,WILLIAM P HOFFMANN DDS,2855 CAMPUS DR STE 670,MINNEAPOLIS,MN,Y
JEZTBNUW,We Transport,75 COMMERCIAL ST,PLAINVIEW,NY,N
EAVFXYZL,Street Talk,288 ORLAND SQUARE DR,ORLAND PARK,IL,N
DCFBERWG,HAIRCUTS ETC.,2708 N 10TH ST STE A,MCALLEN,TX,N
KCIUMVDH,Little Country Bumpkins photography,841 GREGORY BRANCH RD,HAZARD,KY,Y
OXLJHVKD,Bsquared Nutrition,313 W MENDENHALL ST,BOZEMAN,MT,N
WUJCQDEZ,The Lowry Group,13568 NW 5TH LN,NEWBERRY,FL,Y
NSPCJQVM,Elite Motors,3038 KISHWAUKEE ST,ROCKFORD,IL,Y
KWSDOALR,Perko's Cafe & Grill,160 S MADERA AVE,KERMAN,CA,N
MUQZCPSJ,Lemieux Garage,161 MAIN ST,COLEBROOK,NH,N
ACREBKPI,Alpha Omega Soft,590 MADISON AVE,NEW YORK,NY,Y
KFGSNWIY,A E ELECTRICAL CONSTRUCTION,6246 SW 9TH ST,WEST MIAMI,FL,N
SLBNODFV,Blythewood Labor Day Run,2351 LONGTOWN RD E,BLYTHEWOOD,SC,N
NQURVTPO,DISTINCTIVE DESIGN BLDRS.,5186 LACY PL,GREENWOOD,IN,N
UDWTBLPR,Habitat For Humanity,1820 G AVE,NATIONAL CITY,CA,N
UZLSAYKH,COINSTAR,4444 W VINE ST,KISSIMMEE,FL,Y
AQUZXWVP,BUTLER & ASSOCIATES,32 RANDALL DR,CLINTON,SC,Y
NVBSUIWF,4A's Used Auto Parts,3340 S 61ST ST,PHILADELPHIA,PA,N
URZQJYDG,THE ORDER OF THE TEACHERS OF THE CHILDREN OF GOD INCORPORATED,5870 E 14TH ST,TUCSON,AZ,N
LOESFJCT,Western States Oil Co,697 N 10TH ST,SAN JOSE,CA,N
SIHUWMVD,Mary's House,606 SPRINGVILLE RD,EPHRATA,PA,N
NOXYMWGT,Sante Center For Healing,914 COUNTRY CLUB RD,ARGYLE,TX,Y
MGDQYIEZ,Dakota Claims,304 KANSAS AVE SE,HURON,SD,N
ULDCTHEZ,Sylvia A Ortiz,1521 CENTRAL ST,WINSLOW,AZ,Y
IHUODTNJ,SECURITY FENCE,11810 CASSANDRA LN,HOUSTON,TX,N
JMLOVDPG,Dawson Supply Inc,5807 STAR LN,HOUSTON,TX,N
RUXYFWEC,Robert Jennings Freelance Writer/Editor,402 E SUMMERFIELD AVE,LEETON,MO,N
HYRXIZKP,American Dental Care Pllc,947 LEONARD ST NW,GRAND RAPIDS,MI,N
VIMDUEYJ,POOL LEAK FINDERS LLC,4404 W WEBSTER RD,ROYAL OAK,MI,N
CTFEUHNK,Beechnut Chouteau Apartments,9023 BEECHNUT ST APT 10,HOUSTON,TX,N
ADGCMHVW,COLUMBUS NISSAN INC.,100 HIGHWAY 12 E,COLUMBUS,MS,N
ESCMDLJN,Buffalo Horn Gallery,14444 POLE CT,SISTERS,OR,N
VDWNHLPK,C D Johnson Furnace Services,9440 SW EDGEWOOD ST,TIGARD,OR,Y
MOQSNFLR,Cabe and Cato Inc.,1701 S MIAMI BLVD,DURHAM,NC,N
ERCBYZNW,Dip City,5855 WOODMAN AVE,SHERMAN OAKS,CA,N
XOYEVLFZ,Monro Muffler Brake & Service,1000 YORK RD,TOWSON,MD,N
AFZDSPKC,Housing Of Miami Mainsail,501 SE 2ND ST,FORT LAUDERDALE,FL,N
DUJCVBPS,HUB CITY DINER,2207 KALISTE SALOOM RD,LAFAYETTE,LA,N
XGCTFKVB,Sandy's Tanning Salon,101 TRAMMELL AVE,VALLEY,AL,N
IAORBVJS,Riggs Cemetery Svc Inc,8550 HIGHWAY 16,DESDEMONA,TX,Y
EJCAFGPI,Decorah Physical Therapy,704 COMMERCE DR,DECORAH,IA,N
QEXYZNGI,Halco Fence & Supply,1551 S 38TH ST,MILWAUKEE,WI,N
NMOSKEUD,The Insulation Man Inc,25450 TERRA INDUSTRIAL DR,CHESTERFIELD,MI,N
UJMLCDVE,Lakeside Appliance Service & Repair,5418 LAKESIDE AVE,RICHMOND,VA,Y
HLRIDWJA,Family Foot Ctr,1361 N SUMTER BLVD,NORTH PORT,FL,N
UJSNCFPH,Casual Photos By Carin Moskovitz,1301 N MAIN ST,FRANKFORT,IN,Y
ZWAQOXRM,R. & R. MACH. WORKS,1006 LIBERAL ST,DALHART,TX,N
WFGACKSY,Rapid STD Testing FRANKLIN PARK,10474 GRAND AVE,FRANKLIN PARK,IL,N
NARDLBWG,Simple Pole Barns,3300 SOUTHERN DR,GILLETTE,WY,N
XRFDMBQL,Workforce Centers,701 E LEE ST,FLOYDADA,TX,N
ZQGFNCVU,Regan & CO Real Estate,423 N MAIN ST,GARDEN CITY,KS,N
LHZGONRC,PACSUN,10300 SOUTHSIDE BLVD STE 223,JACKSONVILLE,FL,N
ZYVDWACP,JEFF'S POOL SVC. INC.,715 CAPE FEAR BLVD,CAROLINA BEACH,NC,Y
QPMLBWZE,SUBWAY SANDWICHES,4350 24TH AVE STE 714,FORT GRATIOT,MI,N
OPAHDRFZ,CLAYLEN EXCAVATING LLP,2108 PHOEBE DR,BILLINGS,MT,Y
CFBAZIQR,citi financial,140 NUT TREE PKWY,VACAVILLE,CA,N
ZLBHVJGP,Ccc Pier Deck & Mulch,365 CORVETTE LN,LEXINGTON,NC,Y
EJNKSBDM,island time tanning,345 RITA BLVD,MELBOURNE BEACH,FL,Y
VLQGRKJS,Center For Neighborhood Technology,731 MARKET ST,SAN FRANCISCO,CA,N
XRCIZQSD,ROYALE TOUCH,7875 MONTGOMERY RD,CINCINNATI,OH,N
DCTQBZIP,Smile Dental,7618 NW 186TH ST,HIALEAH,FL,N
VXUPQEOI,Xenis Finance Director,101 N DETROIT ST,XENIA,OH,N
FNPOUYMG,High Desert Dance Company,43423 DIVISION ST STE 206,LANCASTER,CA,N
QBCTUZEH,Lube Pro's,28894 N WAUKEGAN RD,LAKE BLUFF,IL,N
UWDTYXZM,Hercules Industries,475 N BILLY MITCHELL RD,SALT LAKE CITY,UT,N
VIOYHFGX,Community Living Arrangements LLC,1661 N WATER ST,MILWAUKEE,WI,N
BZSRTPQK,Asset X,600 1ST AVE,SEATTLE,WA,Y
MLFANVSO,Weathercraft,807 E FULTON ST,GARDEN CITY,KS,N
IMKHPGWS,TIJUANA KUSTOM'S INC,11 SYLVESTER ST,WESTBURY,NY,N
FCAZBNGJ,Gecore,1703 PITTSBURGH ST,CHESWICK,PA,Y
BAKWGTZQ,Saint Lukes Sports & Rehabilitation Centers,2083 W PENN PIKE,NEW RINGGOLD,PA,N
AVJLQXHZ,Dr. Stella S. Kwong MD,2825 BELT LINE RD,GARLAND,TX,N
UVKBFXZS,Twin Lake Air LLC Heating and Cooling,15471 N TWIN LAKES DR,TUCSON,AZ,N
FKJTIZXN,Pei Wei Asian Diner,1911 MEDICAL CENTER PKWY,MURFREESBORO,TN,Y
QSITRJNH,R&S United Services,1 ADAMS BLVD,FARMINGDALE,NY,N
SUMOVNZW,Action Tree Care,897 FELLOWSHIP RD,SANTA BARBARA,CA,N
HMXLOIBC,Agripride,680 N MILL ST,NASHVILLE,IL,N
APXTROKZ,Sansone Commercial Truck,900 ROUTE 35,OCEAN,NJ,N
NXBASWVM,FLEX PRODUCTS INC.,445 INDUSTRIAL RD,CARLSTADT,NJ,Y
IONLZMAB,Express,7700 E KELLOGG DR STE 719,WICHITA,KS,N
UTJSQCDR,K & K Painting Inc,416 S CONOCOCHEAGUE ST,WILLIAMSPORT,MD,N
AQXVOKWH,Nerfy Technology,1620 CAMPBELL AVE,SAN JOSE,CA,Y
APKHBCWN,Ashleis Gifts,730 S SCALES ST,REIDSVILLE,NC,N
CANBOHWE,Incentive Services,7640 GOLDEN TRIANGLE DR,EDEN PRAIRIE,MN,N
HDTAXWBK,House of Ribs,3269 ROBERT C BYRD DR,BECKLEY,WV,Y
MEQBNLZJ,Ashlynn Tech Academy,8553 MACON RD,CORDOVA,TN,N
KVOGTNXL,Computise Ltd,3056 ZAHARIAS DR,ORLANDO,FL,N
MNGCWDQT,Lutheran Church,619 LANG RD,PORTLAND,TX,N
XWFOVUEZ,Radio Shack,3207 SE MILITARY DR STE 103,SAN ANTONIO,TX,N
VSKCUXNB,United Service Worker Of America Seiu Afl-Cio Clc,13850 QUEENS BLVD,JAMAICA,NY,N
